player_id;player_name;player_nickname;last_team_id;last_team_name;last_team_acronym
11112;Victor de Souza Correia;Victinho;17;Paulistano;CAP
11113;Gustavo Rabelo Cortes;Gustavo;16;Minas;MIN
11116;Nicolas Antunes de Souza;Nick;13;Bauru;BAU
11118;Eduardo Henrique Urbano De Poli;Eduardo;13;Bauru;BAU
11119;Lucas Henrique Garcia;Biloca;268;Joinville / AABJ;JLE
11138;Alexey Thiago Pereira Borges;Alexey;54;Mogi;MOG
11140;Eduardo Oliveira Marques;Dudú;14;Franca;FRA
11181;Gustavo Marques Silveira;Gustavo;21;Espírito Santo;ESB
11201;Romário Gabriel Santos Veber;Veber;1;Joinville;JOI
11214;Henrique Cláudio de Oliveira;Henrique;87;Macaé Basquete;MAC
11230;Pedro Vitor Lopes Adão;Pedro;19;São José;SJO
11233;Matheus Lopes Guirro;Lopes;19;São José;SJO
11242;Jamaal Thaddius Smith;Jamaal;267;Botafogo;BOT
11243;Emilio Taboada;Taboada;20;Uberlândia;UBE
11245;André Luiz Coimbra Reis Souza Costa;Coimbra;284;Pato Basquete;PAT
11259;Rafael Leite Malfi;Rafa;17;Paulistano;CAP
11261;Jonathan Peter Guimarães Tavernari;Jonathan;18;Pinheiros;PIN
11262;Bruno Correa Fernandes Cabloco;Bruno Caboclo;18;Pinheiros;PIN
11279;Nicolás Laprovittola;Laprovittola;2;Flamengo;FLA
11280;Fernando Henrique Stafleu Andrade;Stafleu;2;Flamengo;FLA
11281;Jerome Dieu Donne Meyinsse;Meyinsse;2;Flamengo;FLA
11282;Martín Osimani;Osimani;3;Brasília Antigo;BRA
11284;Marcus Goree;Goree;3;Brasília Antigo;BRA
11287;Sualisson Tavares da Silva;Sualisson;53;Basq. Cearense;CEA
11288;Victor Matheus Leal Velozo;Leal;53;Basq. Cearense;CEA
11289;Raphael Sousa;Sousa;13;Bauru;BAU
11290;Fabian Ramirez Barrios;Barrios;13;Bauru;BAU
11291;Josimar Abdiel Ayarza Tous;Ayarza;13;Bauru;BAU
11294;Rafael Mauro Grandella;Rafael;21;Espírito Santo;ESB
11296;Daniel Pereira Lorio;Danielzinho;16;Minas;MIN
11297;Leonardo Huguenin de Medeiros;Léo;2;Flamengo;FLA
11298;Alef César Augusto Alves Pereira;Alef;130;Campo Mourão;CMO
11299;André Mellim Seixas Silva;André M.;19;São José;SJO
11300;Bruno Borges Dos Santos;Bruno;14;Franca;FRA
11301;Maique Tavares de Oliveira;Maique;17;Paulistano;CAP
